x0,x1,x2,x3,y,x4,x5
,18.0,A4,A34,0.0,0.0,0.16
,19.0,A7,A21,0.22,0.15,0.0
A16,33.0,A4,A40,0.05,0.05,0.09
,30.0,A0,A14,0.12,0.0,0.0
,27.0,A2,A12,0.0,0.02,0.0
A3,,A0,A35,0.09,0.02,0.0
A16,30.0,A1,A21,0.3,0.64,0.07
A8,17.0,A0,A10,0.05,0.04,0.0
A18,22.0,A5,A6,0.77,0.15,0.0
A0,25.0,A0,A14,0.35,0.21,0.0
A14,10.0,A7,A15,1.37,0.51,0.89
A2,30.0,A0,A12,1.2,0.63,0.04
A20,20.0,A9,A4,0.0,0.0,0.07
A7,25.0,A5,A21,0.64,0.02,0.0
A3,25.0,A0,A14,0.14,0.0,0.0
A7,21.0,A1,A12,0.02,0.01,0.0
A7,25.0,A9,A10,0.69,0.03,0.0
A3,26.0,A8,A192,0.0,0.0,0.3
A4,29.0,A0,A21,0.0,0.03,0.0
A1,31.0,A8,A35,0.1,0.0,0.0
A16,28.0,A1,A10,0.14,0.0,0.0
A3,30.0,A2,A45,0.06,0.11,0.0
A4,24.0,A11,A286,0.0,0.03,0.0
A13,35.0,A9,A445,0.0,0.01,0.0
A16,27.0,A1,A10,0.31,0.03,0.76
A5,22.0,A8,A122,1.47,0.48,0.05
A18,23.0,A6,A3,0.09,0.03,0.0
A3,26.0,A11,A12,0.05,0.01,0.0
A2,29.0,A0,A29,0.11,0.09,0.0
A3,29.0,A2,A15,0.0,0.0,0.11
A2,27.0,A10,A8,0.14,0.02,0.15
A8,,A0,A68,0.58,0.4,0.0
A5,21.0,A8,A53,0.08,0.02,0.0
A7,29.0,A1,A1,0.0,0.0,0.13
A16,28.0,A0,A14,0.43,0.52,0.02
A16,32.0,A0,A1,0.15,0.11,0.03
A13,34.0,A4,A10,0.0,0.02,0.0
A15,24.0,A5,A9,0.36,0.13,0.0
A4,25.0,A6,A36,0.0,0.02,0.0
A2,31.0,A8,A35,0.39,0.1,0.0
A15,25.0,A0,A12,0.33,0.12,0.0
A7,30.0,A8,A155,0.0,0.0,0.02
A15,22.0,A2,A234,0.01,0.0,0.0
A1,28.0,A1,A14,0.09,0.0,0.0
A8,18.0,A8,A285,0.14,0.09,0.0
A3,28.0,A8,A68,0.04,0.0,0.0
A16,31.0,A0,A3,0.11,0.07,0.0
A0,27.0,A0,A134,0.09,0.08,0.0
A1,31.0,A1,A112,1.54,1.07,0.0
A18,21.0,A1,A21,0.2,0.06,0.0
A16,27.0,A1,A12,0.03,0.0,0.0
A3,27.0,A4,A107,0.07,0.0,0.05
A7,27.0,,A107,0.0,0.0,0.26
A3,25.0,A4,A15,1.16,0.06,0.83
A15,23.0,A9,A123,0.03,0.01,0.0
A3,28.0,A8,A12,0.08,0.0,0.0
A15,24.0,A7,A112,0.43,0.16,0.0
A3,31.0,A8,A3,0.08,0.04,0.0
A1,27.0,A0,A1,0.0,0.01,0.0
A5,22.0,A1,A6,0.07,0.02,0.0
A16,30.0,A0,A26,2.79,2.61,0.17
A3,28.0,A3,A124,0.0,0.0,0.02
A3,32.0,A0,A35,0.43,0.27,0.0
A8,20.0,A6,A201,0.09,0.06,0.0
A17,35.0,A0,A40,0.03,0.0,0.0
A18,23.0,A0,A12,0.57,0.33,0.0
A8,18.0,A6,A11,0.39,0.27,0.0
A7,25.0,A0,A39,0.11,0.09,0.0
A18,25.0,A1,A21,0.15,0.04,0.0
A3,25.0,A8,A9,0.11,0.0,0.0
A18,21.0,A1,A6,0.2,0.06,0.0
A4,28.0,A1,A21,0.0,0.02,0.0
A7,24.0,A11,A41,0.04,0.03,0.0
,26.0,A5,A19,0.02,0.02,0.0
A8,18.0,A8,A388,0.19,0.13,0.0
A1,29.0,A3,A3,0.1,0.0,0.0
A16,32.0,A4,A25,0.06,0.04,0.14
A22,15.0,A6,A66,0.0,0.0,0.03
A1,28.0,A1,A14,0.2,0.0,0.0
A1,30.0,A0,A41,0.54,0.19,0.0
A16,31.0,A0,A3,0.04,0.04,0.0
A4,22.0,A6,A21,0.0,0.01,0.0
A8,19.0,A1,A12,0.07,0.05,0.0
A0,31.0,A0,A4,0.0,0.0,0.16
A17,35.0,A9,A15,0.09,0.08,0.06
A4,26.0,A3,A21,0.0,0.03,0.0
A4,34.0,A1,A21,0.0,0.27,0.0
A18,25.0,A7,A64,0.04,0.01,0.0
A1,28.0,A8,A51,0.37,0.16,0.01
A4,31.0,A0,A8,0.25,0.56,0.0
A2,28.0,A9,A69,0.32,0.36,0.0
A3,27.0,A4,A116,0.05,0.0,0.0
A0,31.0,A8,A157,0.0,0.0,0.1
A15,25.0,A0,A14,0.22,0.08,0.0
A8,15.0,A9,A10,0.05,0.03,0.21
A18,22.0,A1,A14,0.08,0.02,0.0
A3,25.0,A0,A51,0.15,0.02,0.0
A13,32.0,A7,A39,0.12,0.25,0.0
,20.0,A8,A285,0.43,0.29,0.0
A16,30.0,A8,A10,0.07,0.13,0.0
A4,27.0,A6,A26,0.01,0.39,0.0
,20.0,A0,A182,0.17,0.12,0.0
A17,35.0,A10,A80,0.0,0.04,0.0
A18,23.0,A9,A3,0.11,0.03,0.0
A18,22.0,A1,A11,0.19,0.06,0.0
A0,29.0,A11,A1,0.19,0.07,0.12
A10,1.0,A0,A446,0.55,0.03,0.0
A2,31.0,A0,A8,0.3,0.12,0.03
A1,28.0,A2,A39,0.14,0.0,0.0
A4,35.0,A0,A12,0.1,0.08,0.0
A16,35.0,A1,A33,0.02,0.09,0.0
A1,29.0,A1,A9,0.15,0.0,0.0
A15,22.0,A1,A9,0.13,0.05,0.0
A5,25.0,A9,A46,0.02,0.01,0.0
A0,29.0,A3,A233,0.0,0.0,0.03
A16,30.0,A1,A85,0.1,0.06,0.0
A2,27.0,A3,A12,0.11,0.02,0.0
A1,29.0,A10,A447,0.18,0.0,0.0
A2,32.0,A1,A1,0.08,0.2,0.0
A17,31.0,A1,A21,0.08,0.26,0.0
A4,30.0,A8,A8,0.0,0.02,0.0
A3,25.0,A7,A21,0.11,0.02,0.0
A17,34.0,A9,A15,0.47,0.51,0.28
A16,28.0,A6,A14,0.09,0.0,0.0
A4,31.0,A0,A20,0.0,0.13,0.0
A4,24.0,A4,A14,0.07,6.21,0.0
A3,29.0,A8,A12,0.06,0.0,0.0
A7,26.0,A8,A139,0.04,0.03,0.0
A15,24.0,A0,A12,0.3,0.11,0.0
A3,29.0,A4,A15,0.66,0.69,4.35
,31.0,A0,A39,0.09,0.03,0.0
A3,32.0,A0,A14,0.15,0.04,0.0
A16,31.0,A6,A14,0.33,0.35,0.0
A5,24.0,A8,A15,0.3,0.08,0.0
A3,28.0,A8,A12,0.11,0.01,0.0
A17,31.0,A1,A8,0.05,0.05,0.0
A3,29.0,A0,A3,0.42,0.0,0.0
A3,27.0,A6,A36,0.13,0.0,0.0
A15,24.0,A8,A47,0.17,0.06,0.0
A0,31.0,A2,A73,0.0,0.0,0.03
A7,26.0,A0,A36,0.99,0.04,0.0
A14,14.0,A4,A310,0.0,0.0,0.03
A15,23.0,A0,A3,0.02,0.01,0.0
A2,33.0,A6,A117,0.0,0.01,0.0
A16,29.0,A0,A14,0.15,0.0,0.0
A12,19.0,A2,A53,0.06,0.01,0.0
A18,22.0,A1,A6,0.03,0.01,0.0
A18,,A6,A4,0.01,0.0,0.0
A1,28.0,A7,A3,0.29,0.03,0.0
A1,28.0,A0,A26,0.53,0.02,0.0
A4,19.0,A2,A134,0.0,0.01,0.0
A3,30.0,A8,A49,0.11,0.0,0.0
A4,30.0,A2,A12,0.0,0.03,0.0
A16,35.0,A0,A29,0.0,0.0,0.02
A16,34.0,A8,A10,1.97,2.51,0.0
A7,23.0,A7,A68,0.11,0.09,0.0
A7,22.0,A5,A104,0.42,0.33,0.0
A9,35.0,A0,A117,0.03,0.02,0.0
,33.0,A4,A40,0.0,0.0,0.06
A0,27.0,A4,A4,0.37,0.27,1.75
A3,28.0,A8,A112,0.12,0.0,0.0
A18,24.0,A1,A39,0.1,0.03,0.0
A16,28.0,A8,A14,0.73,0.15,0.0
A7,28.0,A0,A68,0.03,0.03,0.0
A7,24.0,A0,A4,0.19,0.15,0.17
A3,28.0,A2,A29,0.0,0.0,0.02
A7,23.0,A7,A8,0.06,0.05,0.0
A17,31.0,A2,A168,0.08,0.02,0.0
A2,30.0,A0,A69,0.66,0.51,0.05
A8,18.0,A5,A10,0.09,0.06,0.1
A8,18.0,A3,A86,0.13,0.09,0.0
A1,27.0,A4,A15,0.0,0.0,0.03
A16,34.0,A4,A12,0.42,0.38,0.0
A4,33.0,A6,A14,0.23,0.41,0.0
A7,27.0,A5,A157,0.0,0.0,0.02
,29.0,A0,A112,0.02,0.0,0.0
A16,34.0,A0,A17,0.05,0.06,0.02
A4,23.0,A3,A21,0.01,0.24,0.0
A5,25.0,A9,A6,0.19,0.05,0.0
A3,29.0,A2,A29,0.0,0.0,0.07
A22,18.0,A11,A39,0.0,0.0,0.08
A12,20.0,A11,A15,0.13,0.03,0.0
A16,33.0,A0,A25,0.02,0.03,0.11
A3,28.0,A0,A39,0.22,0.0,0.0
A7,25.0,A1,A1,0.0,0.0,0.11
A9,36.0,A4,A8,0.23,0.09,0.0
A7,25.0,A3,A107,0.0,0.0,0.26
A3,30.0,A3,A5,0.27,0.06,0.22
A4,31.0,A11,A69,0.01,0.04,0.0
A7,23.0,A1,A1,0.0,0.0,0.2
A3,29.0,A8,A130,0.07,0.0,0.0
A14,13.0,A1,A25,0.0,0.0,0.53
A0,27.0,A8,A10,0.33,0.25,0.07
,,A10,A20,0.0,0.0,0.13
A0,25.0,A5,A10,0.18,0.0,0.0
A0,34.0,A2,A0,0.0,0.0,0.01
A0,29.0,A4,A244,0.14,0.0,0.08
A1,29.0,A1,A65,0.05,0.0,0.0
,29.0,A2,A95,0.0,0.0,0.01
,31.0,A0,A4,0.0,0.0,0.13
A7,24.0,A0,A12,0.52,0.56,0.0
A2,31.0,A5,A35,1.63,0.33,0.0
A7,29.0,A2,A73,0.0,0.0,0.01
A2,33.0,A9,A12,0.03,0.09,0.0
A16,26.0,A0,A4,0.0,0.0,0.12
A15,24.0,A1,A247,0.01,0.0,0.0
A15,23.0,A3,A12,0.14,0.05,0.0
A8,20.0,A0,A12,0.11,0.07,0.0
A15,21.0,A11,A1,1.64,0.36,0.0
A3,31.0,A10,A114,0.02,0.03,0.0
A15,24.0,A0,A8,0.03,0.01,0.0
A18,23.0,A4,A39,0.11,0.03,0.0
A0,26.0,A7,A14,0.04,0.0,0.0
A0,30.0,A8,A238,0.01,0.0,0.02
,31.0,A1,A177,0.02,0.0,0.0
A0,32.0,A0,A73,0.0,0.0,0.02
A8,18.0,A1,A1,0.0,0.0,0.71
A20,18.0,A11,A1,0.0,0.0,1.61
A18,23.0,A7,A69,0.97,0.59,0.04
A16,28.0,A1,A6,0.12,0.0,0.0
A2,,A6,A47,0.01,0.0,0.0
A17,31.0,A0,A39,0.05,0.02,0.0
A0,30.0,A5,A3,0.22,0.31,0.0
A3,30.0,A0,A8,0.0,0.0,0.09
A3,28.0,,A35,0.29,0.05,0.0
A2,29.0,A4,A14,0.68,0.15,0.0
A12,16.0,A1,A1,0.0,0.0,0.19
A3,27.0,A4,A29,0.0,0.0,0.09
A2,32.0,A0,A21,1.02,0.0,0.0
A0,31.0,A2,A111,0.0,0.0,0.06
A1,,A1,A20,0.4,0.0,0.0
,25.0,A0,A68,1.09,0.28,0.0
A0,33.0,A2,A73,0.0,0.0,0.01
,23.0,A3,A21,1.41,1.12,0.0
A0,30.0,A4,A40,0.05,0.0,0.03
A13,34.0,A0,A67,0.0,0.0,0.05
A18,24.0,A5,A9,0.01,0.0,0.0
A3,28.0,A1,A9,0.07,0.0,0.0
A3,27.0,A8,A1,0.11,0.0,0.0
A0,29.0,A6,A10,0.27,0.36,0.05
A7,28.0,A2,A58,0.0,0.0,0.04
A0,31.0,A5,A17,0.21,0.13,0.46
A4,36.0,A7,A21,0.0,0.03,0.0
A2,30.0,A1,A21,2.38,0.12,0.0
A8,20.0,A0,A9,2.36,2.1,0.02
A7,23.0,A9,A10,0.19,0.15,0.0
A0,27.0,A0,A36,0.03,0.12,0.0
A15,22.0,A10,A20,0.0,0.0,0.06
A22,15.0,A10,A39,0.0,0.0,0.05
A18,23.0,A5,A243,0.02,0.01,0.0
A16,30.0,A9,A10,0.52,0.09,0.01
A1,30.0,A11,A8,0.0,0.0,0.15
A7,28.0,A8,A3,0.08,0.06,0.0
A5,24.0,A1,A14,0.38,0.1,0.0
A0,31.0,A1,A26,0.05,0.0,0.0
A1,30.0,A3,A1,0.29,0.04,0.0
A8,16.0,A6,A285,0.11,0.07,0.0
A8,18.0,A1,A56,1.65,0.46,0.1
A4,32.0,A0,A117,0.03,0.1,0.0
A7,,A1,A20,0.16,0.12,0.0
A8,15.0,A7,A10,0.17,0.12,0.71
A1,30.0,A0,A20,0.11,0.04,0.0
A7,28.0,A2,A124,0.0,0.0,0.01
A7,24.0,A2,A274,0.01,0.01,0.0
A5,23.0,A11,A14,0.06,0.01,0.0
A1,29.0,A1,A261,0.0,0.04,0.0
A1,28.0,A2,A112,0.06,0.0,0.0
A7,27.0,A7,A4,0.05,0.04,0.0
A8,20.0,A8,A36,0.06,0.04,0.0
A18,23.0,A7,A9,0.01,0.0,0.0
A17,31.0,A2,A12,0.06,0.04,0.0
A3,25.0,A3,A99,0.0,0.0,0.13
A3,29.0,A0,A14,0.33,0.13,0.0
A7,23.0,,A39,1.04,1.37,0.06
A0,32.0,A4,A352,0.0,0.0,0.09
A5,23.0,A10,A15,0.2,0.05,0.44
A15,21.0,A9,A285,0.2,0.07,0.0
A4,32.0,A2,A405,0.0,0.13,0.0
A8,17.0,A6,A8,0.38,0.87,0.33
A1,30.0,A8,A3,0.25,0.07,0.0
A13,37.0,A0,A73,0.0,0.0,0.01
A16,29.0,A7,A54,0.08,0.12,0.0
A0,32.0,A0,A67,0.0,0.0,0.01
A14,14.0,A6,A66,0.0,0.0,0.46
A4,28.0,A6,A3,0.0,0.02,0.0
A8,15.0,,A21,0.18,0.12,0.0
A16,30.0,A6,A21,1.28,1.05,0.07
A15,22.0,A9,A3,0.2,0.07,0.0
A3,29.0,A1,A94,0.02,0.0,0.0
A15,23.0,A9,A9,0.03,0.01,0.0
A2,31.0,A6,A42,0.0,0.02,0.0
A16,28.0,A0,A1,0.13,0.02,0.0
A3,28.0,A8,A77,0.0,0.0,0.04
A14,15.0,A2,A448,0.0,0.0,0.05
A17,35.0,A8,A155,0.0,0.0,0.03
A6,7.0,A4,A146,0.15,0.0,2.41
A14,15.0,A10,A107,0.0,0.0,0.27
A12,19.0,A7,A3,0.19,0.05,0.0
A7,27.0,A1,A21,0.02,0.01,0.0
A0,28.0,A2,A73,0.0,0.0,0.02
A2,,A8,A47,0.0,0.0,0.01
A12,16.0,A0,A14,0.21,0.05,0.0
A4,35.0,A4,A8,0.2,0.42,0.0
A8,19.0,A1,A1,0.0,0.0,0.3
A3,32.0,A0,A8,0.0,0.0,0.1
A17,33.0,A9,A14,0.1,9.976147795768739,0.0
A5,23.0,A1,A6,0.02,0.0,0.0
A15,25.0,A9,A3,0.33,0.12,0.0
A2,33.0,A0,A4,0.12,0.11,0.02
A15,24.0,A0,A9,0.15,0.05,0.0
A2,28.0,A11,A21,0.18,0.23,0.0
A7,27.0,A0,A14,0.05,0.04,0.0
A4,24.0,A11,A69,0.0,0.05,0.0
,31.0,A11,A47,0.06,0.1,0.0
A5,23.0,A7,A68,0.03,0.01,0.0
A1,29.0,A0,A85,0.1,0.0,0.0
A7,26.0,A4,A17,0.07,0.05,0.29
A3,29.0,A4,A8,0.0,0.0,0.05
A7,28.0,A2,A73,0.0,0.0,0.03
,26.0,A2,A3,0.14,0.01,0.0
A8,21.0,A9,A1,0.07,0.05,0.0
A8,19.0,A5,A122,0.06,0.04,0.0
A8,18.0,A4,A34,0.0,0.0,0.13
A8,17.0,A5,A89,0.19,0.13,0.0
A2,30.0,A8,A69,0.0,0.12,0.0
A17,,A7,A112,0.08,0.0,0.0
A7,24.0,A6,A26,0.71,0.55,0.0
A3,30.0,A8,A8,0.0,0.0,0.02
A3,27.0,A3,A3,0.18,0.36,0.0
A4,28.0,A0,A21,0.0,0.53,0.0
A1,27.0,A8,A6,1.5,0.78,0.0
A4,27.0,A8,A2,0.01,0.0,0.0
A16,30.0,A3,A21,0.73,0.97,0.02
A8,16.0,A7,A231,0.03,0.02,0.0
A14,15.0,A9,A189,0.03,0.01,0.23
A11,34.0,A0,A14,0.07,0.1,0.01
A3,30.0,A4,A15,0.22,0.21,1.35
A15,21.0,A8,A112,0.05,0.02,0.0
A16,36.0,A0,A25,0.0,0.0,0.02
A3,31.0,A10,A39,0.0,0.0,0.14
A12,19.0,A1,A15,0.2,0.05,0.0
A2,27.0,A1,A21,0.31,0.89,0.01
A8,21.0,A0,A4,0.14,0.1,0.16
A3,25.0,A8,A39,0.0,0.0,0.04
A18,25.0,A0,A36,0.07,0.02,0.0
A3,25.0,A4,A1,0.03,0.0,0.0
A4,29.0,A2,A106,0.0,0.08,0.0
A7,26.0,A3,A449,0.02,0.01,0.0
A18,23.0,A4,A12,0.22,0.06,0.0
A0,26.0,A8,A25,0.03,0.0,0.0
A18,25.0,A5,A4,0.03,0.01,0.0
A3,28.0,A4,A107,0.0,0.0,0.07
A14,11.0,A8,A256,0.0,0.0,0.08
A15,25.0,A0,A123,0.02,0.01,0.0
A5,24.0,A6,A12,0.04,0.01,0.0
A12,16.0,A3,A146,0.0,0.0,0.12
A16,28.0,A1,A21,0.48,1.63,0.04
A11,36.0,A4,A87,0.01,0.03,0.0
A15,24.0,A1,A9,0.13,0.05,0.0
A7,22.0,A7,A136,0.35,0.27,0.0
A8,18.0,A11,A68,0.07,0.05,0.0
A1,29.0,A1,A12,0.1,0.01,0.0
A15,22.0,A1,A21,0.06,0.02,0.0
,32.0,A4,A192,0.0,0.0,0.08
A10,3.0,A0,A142,0.15,0.01,0.0
A21,35.0,A4,A17,0.0,0.0,0.01
A5,25.0,A0,A1,0.09,0.02,0.0
A3,28.0,A4,A25,0.16,0.0,0.02
A14,14.0,A8,A450,0.0,0.0,0.05
A3,30.0,A2,A23,0.0,0.0,0.02
A1,31.0,A7,A261,0.01,0.0,0.0
A8,21.0,A5,A21,0.23,1.16,0.0
A4,31.0,A7,A12,0.0,0.01,0.0
A22,16.0,A10,A39,0.0,0.0,0.15
A2,32.0,A1,A21,0.38,0.28,0.0
A0,25.0,A10,A29,0.07,0.0,0.0
A1,30.0,A2,A7,0.02,0.0,0.0
A2,31.0,A7,A21,0.18,0.22,0.0
A0,29.0,A5,A8,0.13,0.04,0.19
A1,30.0,A1,A14,0.53,0.02,0.0
A4,29.0,A4,A63,0.0,0.04,0.0
A4,29.0,A0,A12,0.0,0.03,0.0
A22,18.0,A1,A39,0.0,0.0,0.25
A3,29.0,A0,A226,0.0,0.04,0.0
A7,27.0,A2,A1,0.0,0.0,0.03
A0,31.0,A4,A135,0.0,0.0,0.39
A0,28.0,A5,A10,0.0,0.0,0.05
,26.0,A3,A12,0.19,0.01,0.0
A16,28.0,A0,A14,0.21,0.21,0.0
A4,23.0,A11,A68,0.0,0.04,0.0
A8,22.0,A1,A1,0.0,0.0,0.08
A13,33.0,A2,A43,0.07,0.09,0.0
A15,27.0,A0,A3,0.14,0.05,0.0
A2,31.0,A6,A85,0.09,0.02,0.0
A3,25.0,A8,A15,0.21,0.0,0.02
A16,30.0,A0,A3,0.12,0.03,0.0
A7,26.0,A2,A10,0.0,0.0,0.02
A18,22.0,A9,A12,0.04,0.01,0.0
A16,29.0,A1,A22,0.02,0.0,0.0
A7,23.0,A0,A12,0.88,1.03,0.0
A16,29.0,A1,A21,0.6,2.46,0.05
A14,12.0,A5,A71,0.0,0.0,0.39
A1,31.0,A1,A12,0.0,0.05,0.0
A0,31.0,A11,A25,0.0,0.0,0.02
A16,28.0,A2,A10,0.0,0.0,0.04
A18,24.0,A9,A14,0.05,0.01,0.0
A13,32.0,A2,A220,0.0,0.0,0.03
A12,16.0,A5,A15,0.61,0.19,0.0
,31.0,A7,A12,0.0,0.06,0.0
A15,23.0,A4,A9,0.78,0.29,0.0
A8,20.0,A8,A451,0.03,0.02,0.0
,30.0,A8,A10,0.0,0.02,0.0
A0,31.0,,A333,0.0,0.0,0.03
A7,21.0,A7,A6,0.17,0.14,0.0
A3,29.0,A2,A187,0.12,0.33,0.0
A2,32.0,A5,A8,0.19,0.12,0.01
A26,12.0,A2,A39,0.0,0.0,0.12
A3,26.0,A8,A15,0.91,1.0,1.03
A7,27.0,A2,A430,0.0,0.0,0.02
,31.0,A8,A215,0.06,0.04,0.0
A4,31.0,A3,A452,0.01,0.0,0.0
A20,21.0,A0,A15,0.92,0.53,0.41
A15,24.0,A4,A17,1.26,0.18,0.35
A3,25.0,A10,A85,0.02,0.0,0.0
A3,30.0,A8,A143,0.05,0.0,0.0
A1,30.0,A2,A3,0.16,0.06,0.0
A1,28.0,A8,A22,0.01,0.0,0.25
A0,27.0,A5,A10,0.0,0.0,0.08
A11,36.0,A4,A40,0.06,0.03,0.07
A5,21.0,A1,A21,0.47,0.12,0.0
A3,27.0,A2,A6,0.09,0.0,0.0
A8,20.0,A0,A68,0.23,0.15,0.29
A6,8.0,A4,A146,0.1,0.0,3.77
A1,27.0,A0,A51,0.87,0.38,0.0
A7,25.0,A0,A8,0.0,0.0,0.44
A0,28.0,A9,A10,0.33,0.22,0.0
A12,16.0,A9,A15,6.91,2.85,1.91
A2,31.0,A0,A46,0.07,0.05,0.03
A18,23.0,A9,A3,0.08,0.02,0.0
A22,16.0,A2,A39,0.0,0.0,0.11
A15,25.0,A8,A64,0.19,0.07,0.0
A16,31.0,A6,A3,0.2,0.16,0.03
A0,25.0,A3,A21,0.49,0.56,0.0
A16,32.0,A6,A85,0.38,0.39,0.06
A15,24.0,A9,A15,0.0,0.0,0.41
,30.0,A0,A3,0.67,0.29,0.01
A2,31.0,A8,A3,0.19,0.0,0.0
A7,23.0,A4,A17,0.0,0.0,0.13
A5,22.0,A6,A197,0.09,0.02,0.0
A8,20.0,A7,A21,0.07,0.04,0.0
A4,30.0,A0,A21,0.08,0.02,0.0
A16,31.0,A0,A21,0.14,0.15,0.0
A14,14.0,A9,A1,0.0,0.0,0.36
A16,31.0,A8,A12,0.1,0.1,0.0
A4,,A0,A21,0.02,0.15,0.0
A3,27.0,A1,A9,0.33,0.0,0.0
A1,29.0,A7,A1,0.09,0.01,0.0
A3,30.0,A2,A39,0.0,0.0,0.02
A17,35.0,A11,A25,0.0,0.0,0.03
A4,27.0,A3,A21,0.01,0.04,0.0
A4,31.0,A2,A87,0.0,0.02,0.0
A7,22.0,A2,A158,0.0,0.0,0.02
A4,35.0,A8,A225,0.0,0.02,0.0
A4,31.0,A0,A12,0.15,0.34,0.0
A2,29.0,A6,A29,0.1,0.01,0.0
A7,26.0,A0,A68,0.25,0.19,0.02
A17,34.0,A8,A15,0.18,0.12,0.16
A3,27.0,A3,A211,0.0,0.0,0.03
A18,25.0,A0,A26,0.27,0.08,0.0
A0,31.0,A2,A307,0.0,0.0,0.05
A4,30.0,A4,A44,0.58,0.45,0.0
A7,27.0,A8,A10,0.17,0.0,0.0
A15,25.0,A3,A3,0.31,0.12,0.0
A22,14.0,A6,A11,0.0,0.0,0.25
,35.0,A0,A198,0.0,0.03,0.0
A2,27.0,A6,A12,0.08,0.0,0.0
A7,21.0,A8,A1,0.0,0.0,0.03
A16,32.0,A4,A40,0.06,0.03,0.06
A4,25.0,A11,A26,0.0,0.02,0.0
A4,34.0,A6,A12,0.15,0.42,0.0
A16,32.0,A0,A4,0.0,0.0,0.14
A1,31.0,A1,A106,0.06,0.07,0.0
A12,17.0,A8,A8,0.0,0.0,0.22
A10,2.0,A0,A453,0.32,0.02,0.0
A3,28.0,A8,A184,0.0,0.0,0.05
A5,22.0,A7,A64,0.02,0.0,0.0
,30.0,A8,A14,0.33,0.35,0.0
A7,21.0,A4,A10,0.02,0.01,0.02
A0,,A0,A35,0.57,0.46,0.0
A17,34.0,A0,A8,0.0,0.0,0.06
A8,19.0,A2,A1,0.66,0.45,0.0
A1,30.0,A1,A26,0.24,0.02,0.0
A7,21.0,A0,A6,0.56,0.44,0.0
A7,29.0,A8,A18,0.05,0.04,0.0
A7,23.0,A7,A134,0.49,0.38,0.0
A3,29.0,A10,A32,0.14,0.15,0.0
A7,30.0,A2,A25,0.0,0.0,0.03
A15,25.0,A1,A9,0.02,0.01,0.0
A0,26.0,A10,A81,0.05,0.0,0.0
A12,20.0,A1,A6,0.34,0.07,0.0
A1,29.0,A8,A112,0.05,0.0,0.0
A7,28.0,A0,A25,0.12,0.09,0.0
A11,35.0,A0,A25,0.03,0.02,0.0
,27.0,A8,A12,0.46,0.02,0.0
A0,30.0,A8,A255,0.0,0.0,0.02
A2,29.0,A10,A9,0.07,0.0,0.0
A12,19.0,A1,A1,0.0,0.0,0.39
A7,26.0,A7,A10,0.0,0.0,0.04
A3,28.0,A10,A112,0.01,0.0,0.0
A0,,A1,A20,0.03,0.0,0.0
A17,34.0,A2,A70,0.01,0.0,0.0
A1,30.0,A1,A454,0.02,0.0,0.0
A0,30.0,A0,A1,0.46,0.42,0.96
A7,22.0,A5,A192,0.0,0.0,0.12
A16,32.0,A11,A8,0.0,0.0,0.3
A16,30.0,A1,A21,0.79,0.0,0.0
,30.0,A0,A3,0.12,0.02,0.0
A8,16.0,A0,A68,2.29,1.97,0.13
A5,24.0,A9,A3,0.73,0.19,0.0
A17,31.0,A0,A8,0.0,0.0,0.3
A14,15.0,A1,A1,0.0,0.0,0.27
A15,24.0,A9,A15,0.4,0.15,0.17
A7,24.0,A1,A6,0.81,0.63,0.0
A8,19.0,A1,A1,0.06,0.04,0.0
A7,27.0,A1,A1,0.0,0.0,0.19
A16,31.0,A1,A3,0.08,0.09,0.0
A3,28.0,A0,A41,0.51,0.29,0.0
A8,16.0,A0,A68,0.09,0.06,0.0
A1,29.0,A2,A172,0.39,0.0,0.0
A15,24.0,A6,A57,0.02,0.01,0.0
A3,27.0,A8,A12,0.13,0.01,0.0
A16,32.0,A4,A295,0.05,0.03,0.06
A21,33.0,A6,A85,0.0,0.02,0.0
A0,31.0,A2,A0,0.0,0.0,0.02
A7,22.0,A1,A39,0.12,0.09,0.0
A3,31.0,A8,A3,0.07,0.0,0.0
A17,,A3,A20,0.28,0.0,0.0
A2,26.0,A11,A21,0.0,0.05,0.0
A18,25.0,A0,A12,0.33,0.22,0.0
A1,30.0,A9,A29,0.19,0.12,0.0
,19.0,A0,A122,0.03,0.02,0.0
A15,23.0,A9,A15,1.2,0.48,0.29
A3,26.0,A7,A3,0.85,0.05,0.0
A2,30.0,A8,A3,0.07,0.03,0.0
A3,29.0,A11,A271,0.0,0.02,0.0
A5,23.0,A0,A53,0.06,0.02,0.0
A4,30.0,A10,A32,0.0,0.02,0.0
A4,36.0,A11,A117,0.0,0.01,0.0
A3,26.0,A6,A9,0.05,0.0,0.0
A11,34.0,A0,A8,0.1,0.03,0.02
A3,26.0,A4,A15,0.0,0.0,0.04
A4,35.0,A11,A87,0.0,0.01,0.0
A8,18.0,A6,A59,0.05,0.03,0.0
A13,36.0,A0,A181,0.0,0.0,0.19
A18,23.0,A7,A54,0.04,0.01,0.0
A7,28.0,A2,A111,0.0,0.0,0.01
A3,28.0,A8,A51,0.18,0.0,0.0
A7,26.0,A1,A1,0.0,0.0,0.14
A8,16.0,A1,A21,0.55,0.38,0.0
A2,29.0,A1,A84,0.23,0.0,0.0
A0,30.0,A8,A455,0.0,0.0,0.02
A8,18.0,A7,A239,0.0,0.0,0.09
,29.0,A11,A3,0.0,0.45,0.0
